plough, truck, gate, pizzas, push, pail, aunt, payment, wheel, roof, veil, fuel, growth, list, play, beam
1, 0.024898, 3, 0, 1a4c4b, cake, T, 1, 0.000001, 1, 1, 1, 1, 37, -2.457699, 77929
420, -22.693222, 11727, 1, 25966d13, metal, 5, 0, -0.000000, 0, 1, 0, 138, 31, -15.175671, 1
2952, -0.006579, 1105, 0, 522b0, knot, e, 0, -2.077483, 0, 0, 1, 6, 0, 0.000000, 26
6, 0.157661, 78, 1, 56f, eggnog, 3, 0, -0.000000, 0, 0, 0, 84, 5, -2.036129, 264687165
147, -0.000003, 1, 0, 1bcff4, drain, j, 1, -0.017971, 1, 0, 1, 15, 2, -189.001740, 21
2243, -26.831202, 1, 1, 1f, brass, n, 1, 0.002514, 1, 0, 1, 14, 86, 0.089039, 7922
15950, -0.009322, 605520672, 1, 11b7420b, prose, @, 1, -0.000000, 0, 0, 0, 123, 0, 0.029636, 15
52621, -0.000002, 3468, 0, 9851d, fruit, F, 1, -0.000000, 0, 1, 0, 192, 3, -0.000015, 9
9589, -0.000016, 1667795, 1, 4b9ec, protest, :, 0, -12.671578, 0, 0, 1, 3, 15, 0.000034, 1636732
1531, 0.000000, 28922298, 1, 102, border, ], 0, 0.000010, 0, 0, 1, 17, 30, 0.012341, 247240
3022, -0.000010, 877739, 1, 3444bb, team, X, 1, 7.355071, 1, 1, 0, 150, 12, 5.941517, 214229944
52, -28.075068, 36357, 1, 13e8185e, answer, >, 1, 46.548397, 0, 0, 0, 102, 113, 0.003918, 4563297
521, 6.585132, 2723, 1, 780, spot, :, 0, 0.000027, 1, 0, 0, 2, 7, -2274.599121, 934506
0, -0.000007, 4257218, 0, 7b712, game, 0, 0, -51.662483, 1, 1, 0, 1, 87, 3819.908203, 148
7013, 6.567088, 7, 0, c4073, town, m, 1, -0.000263, 0, 1, 0, 15, 3, 12.002510, 368059908
13, 0.000153, 0, 1, 1, frame, 6, 0, 2.440686, 1, 1, 1, 48, 23, 5.478382, 462
77, -0.000000, 89631895, 1, 6, eyes, &, 1, -0.000092, 1, 0, 0, 2, 1, -0.000259, 11
27, -0.000328, 2129, 0, b17f9, hand, x, 0, -0.017359, 1, 0, 0, 1, 1, -3098.556152, 73626161
475, -0.000027, 334512, 0, 6a7580, slip, :, 1, 0.000038, 0, 0, 0, 1, 29, 0.000587, 582057766
27, 0.878966, 2, 1, 7da, transport, {, 0, 0.001716, 1, 1, 1, 4, 56, 1715.356323, 503661
2530, -0.000000, 309059418, 0, 32ac51, dolls, {, 1, 0.029680, 1, 0, 1, 7, 0, -2.217129, 57193761
1210, 0.149692, 72, 0, 1775a46, stove, ?, 1, 0.000112, 1, 1, 1, 1, 0, -0.000294, 10430430
1, -0.000001, 1, 1, 1, zoo, ?, 1, -0.749165, 1, 1, 1, 7, 29, 0.000042, 7303
555, 0.000001, 51, 0, 6b49, feather, %, 1, -0.000000, 1, 1, 1, 7, 90, -0.018669, 6800
7, 0.000002, 800, 1, 447a71, journey, b, 0, 0.000032, 0, 1, 1, 15, 3, -0.006973, 288
2, -12.810419, 378914514, 1, 0, form, d, 0, 0.075019, 0, 0, 0, 2, 92, -106.230881, 1935696049
5264, 0.000008, 85, 0, 31816, bear, Y, 1, 0.000000, 0, 1, 0, 20, 6, -0.000004, 28777
114, -0.000002, 12, 1, 7d20, stage, 6, 0, 0.000068, 1, 1, 1, 86, 0, 0.093258, 11
68, 0.055207, 160580, 0, 1f38bf0, meeting, b, 0, -0.110960, 0, 0, 1, 1, 104, 0.008419, 47503
146, 0.011435, 14, 0, 30, card, w, 0, 0.000204, 1, 1, 1, 3, 1, -21.862823, 1
31, -0.000300, 3, 1, 1dc074, sense, /, 1, 0.000006, 0, 1, 1, 6, 42, 0.002419, 7391556
4, -0.000006, 0, 0, 4ad, existence, ?, 1, -0.000000, 1, 0, 0, 239, 80, -0.000591, 0
3, -0.021257, 24708, 1, 71aef48c, bedroom, d, 1, -15.435184, 0, 1, 0, 1, 4, -18.306061, 1583984
1, -0.000000, 3529, 1, 1ae, skin, ^, 0, -0.000724, 0, 0, 1, 2, 0, -1858.703491, 242163402
105, -0.000000, 339, 0, 78, cart, d, 0, 25.835733, 1, 1, 0, 1, 13, -0.723110, 16271802
24, 0.000014, 686326390, 0, ac, exchange, T, 0, -0.000138, 0, 1, 1, 2, 0, -25.852615, 1883232
29970, -0.000391, 303981045, 0, 1d91, control, >, 1, -0.000001, 1, 0, 0, 42, 1, -0.000031, 2
692, 0.010555, 1528468, 0, 0, mountain, K, 1, 0.000001, 1, 0, 1, 25, 85, -36.753498, 1946056789
15206, 0.000000, 611, 1, 7f2, scarecrow, H, 1, 0.711637, 0, 1, 0, 145, 214, -0.217705, 1111674594
6, 0.000001, 3233586, 1, ac, cloth, }, 1, -0.097300, 0, 1, 1, 14, 73, 157.979431, 156643
1, 0.000000, 14, 1, 1, lunchroom, %, 0, -0.926218, 0, 1, 0, 64, 11, -7.671383, 9
0, 25.371538, 515530939, 0, a, prison, 9, 1, -0.000008, 0, 1, 1, 150, 129, 0.000244, 31
277, -0.213161, 840157, 0, a3, sun, T, 0, 0.000000, 1, 0, 1, 0, 3, -0.601730, 1
420, -1.553772, 700, 1, 26e2abf5, birds, _, 1, -0.000000, 1, 1, 0, 5, 31, -608.398132, 190
3542, 0.000317, 6, 1, 51f6ee4, care, t, 1, 0.000375, 1, 1, 0, 118, 5, 0.018391, 8
4046, -0.000083, 1915358, 0, 39902f, key, a, 0, -0.000000, 1, 0, 0, 12, 19, 2257.725586, 12579465
38, -0.000000, 1079137515, 1, 99293aa, force, M, 1, -0.000001, 0, 0, 0, 76, 15, -0.023098, 3
41, 0.000000, 23, 0, 3210ac6, control, b, 0, -0.000027, 1, 0, 0, 101, 0, -1.600769, 2
2, 0.000000, 1846046, 0, 3d, robin, -, 0, 0.001594, 0, 0, 0, 18, 34, -161.615112, 174094
3461, -0.000021, 0, 1, 1791511, lock, x, 0, -0.000038, 1, 0, 0, 34, 3, 5.918686, 1
749, -17.415232, 83713, 0, 60767e80, soda, N, 1, -0.000059, 1, 1, 0, 15, 1, -38.415974, 39
8901, -0.319629, 831, 1, 8e52ac, rabbits, s, 0, 0.000079, 0, 0, 1, 0, 2, -0.000031, 54
1227, 0.000000, 206, 1, 1c233, cork, 0, 0, 0.004739, 1, 0, 1, 0, 18, -0.000004, 54
275, 0.041011, 471883371, 1, 413fdc, sail, w, 1, 0.000041, 0, 1, 0, 21, 15, -0.012527, 3
4, 0.000096, 4028, 1, 63f3541a, pen, N, 1, -7.856473, 1, 1, 1, 9, 3, 0.000721, 18312861
681, -0.116964, 7, 0, 1926, rifle, m, 1, 0.000488, 0, 1, 1, 15, 12, -0.000004, 517402
3, 0.221243, 20756, 0, a63, recess, f, 1, -0.000204, 0, 1, 0, 107, 9, -0.442074, 205
85, -0.000000, 1, 0, 7f9ae63, flower, $, 0, 0.028934, 0, 0, 1, 1, 48, 37.430500, 25
236, 0.000956, 475275, 1, 3b93d5b2, boys, &, 0, 0.000000, 1, 0, 0, 4, 3, 0.052479, 40281741
16569, 0.000001, 39431, 1, 686e7af2, alley, /, 0, 0.000032, 1, 0, 1, 1, 86, -99.709656, 5
9, -0.238059, 47, 1, 1b8c7, industry, $, 1, 0.000000, 1, 0, 0, 150, 4, 0.429176, 6
0, 0.687370, 42, 0, d4e46c9, existence, M, 0, 0.000000, 1, 0, 1, 1, 1, 644.038574, 996
16, 0.134933, 462841648, 0, 5ca8b, holiday, d, 0, -0.000180, 1, 0, 0, 14, 9, -208.257843, 145745327
14964, -0.000000, 2499400, 1, 2a, dust, L, 1, 12.297873, 1, 0, 1, 0, 3, 0.195866, 41
53103, -0.000012, 11, 1, fc76, hobbies, c, 1, -0.000001, 0, 0, 1, 2, 136, -4.112213, 243
3, -0.000000, 520555, 1, 2d75b, condition, |, 0, -0.000003, 0, 1, 1, 21, 26, 0.000000, 29956153
0, 0.060536, 1, 0, 664a1ff, rock, u, 0, 0.000059, 1, 0, 0, 82, 60, -59.354496, 1611374160
10924, -0.096703, 4, 0, 2, harmony, g, 0, -0.000000, 0, 0, 0, 20, 3, -0.001465, 996
1363, -0.000010, 137310763, 0, 100d9a25, amusement, #, 1, -0.000000, 1, 1, 0, 19, 195, -45.208786, 6760206
1082, 1.160939, 173, 0, 19f70c1, crow, 2, 1, -0.000067, 1, 1, 0, 1, 21, 1505.273438, 495
5, 1.086818, 18, 0, 1f4, cherries, B, 0, 0.000523, 1, 1, 0, 71, 7, 0.006783, 1225
3, -0.002496, 27135, 0, 6, smile, c, 1, -37.716656, 0, 1, 1, 0, 6, 0.127438, 7454613
433, 0.014897, 592971, 1, 23cff7, discussion, K, 0, -0.000000, 1, 0, 1, 125, 1, -0.108021, 1149
52, -28.075068, 329, 1, 13e8185e, measure, 8, 1, 46.548397, 0, 0, 0, 102, 113, 0.003918, 12980
127, 0.000001, 2942, 1, 9, men, H, 0, 0.743862, 0, 0, 0, 39, 2, 0.152977, 16543691
11011, -0.000003, 7, 1, 87f, quarter, ), 1, 0.000001, 1, 1, 0, 22, 1, -0.000576, 117030
12, 0.000000, 3895, 0, 1a2b721, move, n, 1, -0.756910, 1, 1, 0, 1, 106, -3570.772217, 1
61, 1.523094, 83339007, 1, 15, stem, +, 1, -0.000014, 0, 1, 0, 7, 54, -0.004181, 0
14837, -0.005030, 403658, 0, 17d83f, poison, Z, 0, -0.000053, 1, 0, 0, 0, 5, -0.000008, 0
14182, 7.140688, 2, 0, 2d86f, hour, :, 0, -0.170792, 1, 0, 1, 223, 51, -4.621490, 2320
7, 0.000000, 151038928, 1, 1, market, q, 0, -0.000009, 0, 0, 1, 10, 0, -0.012901, 45
0, -0.000000, 164, 0, 1f2c5, roll, y, 1, -0.000006, 0, 0, 1, 5, 3, -44.628613, 1733215695
0, -0.111414, 11568, 1, 1, ray, ., 1, 0.000001, 0, 1, 0, 12, 1, 0.000011, 9772998
11, -0.175803, 117, 1, 696b1, cemetery, E, 0, 0.000045, 1, 1, 0, 25, 95, 455.482391, 1126285
29312, 0.001686, 4047363, 1, 30, month, B, 1, 8.150517, 0, 0, 1, 22, 5, -0.657906, 15557
56029, 1.431831, 1, 1, 133, stamp, g, 0, -0.004959, 1, 1, 0, 122, 0, -132.689926, 29
211, 0.000084, 1267, 0, b6, father, !, 0, -0.000025, 0, 1, 0, 6, 1, -0.002571, 4363032
0, -0.000868, 6730, 1, 84b6, night, ., 0, -1.816767, 0, 1, 0, 1, 2, 0.313988, 238625726
30, -1.553772, 42640897, 1, 26e2abf5, sky, u, 1, -0.000000, 1, 1, 0, 17, 15, -608.398132, 208741287
3797, -0.000036, 1, 1, 7, desk, w, 0, -0.000071, 0, 0, 0, 6, 108, -1816.822021, 3
4568, -0.000000, 5381293, 1, 2c7, whistle, h, 0, -0.000000, 1, 1, 0, 15, 13, 0.000000, 682541
279, 11.236118, 3, 1, 18c, pencil, D, 1, -0.000062, 1, 1, 1, 2, 21, 0.004745, 133
36, -0.012773, 22, 1, 28e8020, pig, w, 1, 0.058902, 1, 0, 0, 0, 18, 56.406906, 35566434
446, 0.000001, 126, 1, e, curve, |, 1, -0.000000, 1, 0, 1, 1, 2, -0.000641, 113500378
4, 0.000027, 3, 0, a, boat, W, 1, 0.017696, 1, 1, 1, 14, 0, -100.151176, 148
263, 0.000000, 9491, 0, 3d, ring, 4, 0, 0.125622, 0, 1, 1, 26, 118, -78.027161, 401453
9, -0.238059, 16717107, 0, da7, industry, e, 1, 0.000000, 1, 0, 0, 150, 10, 0.429176, 32379699
988, -0.000006, 5393, 0, b70787, hook, e, 1, 0.000112, 0, 1, 0, 47, 122, 14.063396, 132872
0, -0.000005, 100, 1, 1b9b27cd, wash, :, 0, -0.000000, 1, 1, 0, 3, 22, 17.429852, 742595322
4837, 0.000003, 5604, 0, 1d74, egg, A, 1, -0.000000, 0, 0, 0, 0, 17, 457.085968, 1
1917, 0.898909, 2146780, 0, f9, legs, T, 1, 0.000000, 0, 1, 0, 11, 62, 1.925190, 111
6, -0.000084, 62822, 0, 622e1, plantation, >, 1, 0.000002, 1, 0, 1, 3, 49, -0.000347, 23929
6, 0.000003, 357219099, 0, 8d2505, smash, /, 1, 0.075019, 0, 0, 0, 7, 48, -106.230881, 8362
58, -0.049633, 125270405, 1, 60669d, order, V, 1, -0.003769, 0, 0, 0, 0, 1, 0.000000, 695
7, -0.391796, 8431552, 1, acf, chair, 9, 0, -0.003260, 1, 1, 1, 255, 2, -0.000126, 1
902, 0.262162, 10, 1, 2534d5, sound, N, 1, -0.000004, 0, 0, 1, 201, 4, 3193.181885, 2006
1, -2.216856, 8, 0, 1f8, request, @, 1, -0.078533, 0, 1, 1, 1, 154, 0.000008, 50
40819, 0.000000, 531011121, 0, 3754, island, ), 1, 0.000005, 0, 1, 0, 0, 58, -0.251343, 217843
442, 0.031192, 22116453, 1, 15, attention, u, 1, 0.000000, 0, 0, 1, 6, 1, 34.912426, 3533638
361, 0.000755, 2279230, 0, 1d4, father, g, 1, -0.000175, 1, 1, 1, 0, 127, 0.000000, 62
15932, -0.000077, 373, 1, 10a, bee, 5, 0, -0.452878, 0, 1, 1, 0, 1, 0.000000, 1564
0, 1.876128, 6730, 1, 71a, silver, ], 0, -1.905279, 0, 0, 1, 22, 2, -4.432472, 418
1045, 2.490638, 1029, 0, 0, sock, n, 1, 0.000061, 1, 1, 1, 11, 1, 0.249702, 1882
881, -0.304532, 234749155, 1, 6e5feb6, zebra, L, 0, -0.000000, 1, 1, 0, 36, 25, 55.001694, 5
372, -0.168735, 0, 0, 421b4d, pipe, {, 1, -0.000001, 0, 1, 0, 0, 10, -254.147537, 279670722
55, -0.594515, 112943, 0, 160, manager, /, 0, -0.000006, 1, 0, 0, 54, 0, -1841.479492, 76933846
9963, -0.030390, 3, 0, 38, yoke, t, 1, 0.001668, 1, 1, 0, 4, 4, -0.000095, 130601732
95, 1.362034, 1, 0, 0, thumb, %, 0, -0.000000, 0, 1, 0, 0, 6, 1.000000, 39648026
4961, -13.535723, 0, 1, 55e705, writing, F, 0, -5.777874, 0, 1, 1, 15, 17, -0.000008, 63233
