plough, truck, gate, pizzas, push, pail, aunt, payment, wheel, roof, veil, fuel, growth, list, play, beam
960, 2.783421, -511272231, 0, fe279, thunder, r, 1, -0.871844, 0, 0, 1, 12, 1, -7.476917, 215090787043071233
12865, -0.116177, -24267, 1, fffffd09, juice, G, 0, -0.000006, 1, 0, 1, 0, 12, 0.435665, 370834395978526105
1349, 0.157816, -888596798, 0, 12b32, brick, p, 1, -0.941869, 1, 1, 1, 200, 0, -0.000050, 139
60, -0.020037, 7, 0, 0, sink, W, 0, -0.004892, 0, 1, 1, 7, 10, -0.856815, 363
2318, -0.260750, 3795587, 0, ffff590e, elbow, a, 0, 0.000001, 0, 1, 0, 7, 101, -0.000851, 130202350055383767
2174, -0.000002, -18425799, 0, ffffffcc, appliance, f, 0, -0.000009, 1, 0, 1, 20, 11, 0.010361, 4825344060249951
6754, -0.000000, -6, 1, 41e, love, (, 1, -0.000000, 1, 0, 1, 0, 22, -0.000050, 258707
122, -2.675686, 4081, 0, 1f23a4, toothbrush, Q, 0, -8.090729, 0, 0, 0, 59, 6, 0.002697, 3942022353
25, 0.000302, -23003455, 1, a, square, t, 1, -0.055007, 1, 1, 0, 7, 62, 296.108566, 513532677
5523, 0.189552, 209, 1, ffffffc8, actor, T, 0, 0.000000, 1, 1, 1, 61, 2, -0.000340, 17790597842923
60, 0.087072, -2911, 1, fffef715, flight, 5, 0, -1.054359, 0, 1, 1, 2, 96, 1.388851, 1176799935472651
20033, 0.000027, -182652, 1, 1e83, wash, D, 1, 0.066330, 1, 0, 0, 10, 0, 0.029865, 1273913
1876, -0.000863, 77781048, 1, ffffffff, time, y, 0, -0.000025, 1, 0, 0, 45, 50, -69.889126, 47
972, 0.000000, 1639, 1, ffffff38, stone, N, 0, -0.000004, 1, 0, 1, 31, 94, 11.860500, 42848166
27, -18.511257, -1349, 1, 0, hose, j, 1, 0.000024, 1, 0, 1, 56, 28, 0.019455, 535967548807
6382, -0.000000, -353613657, 0, 50ceba, mother, w, 1, -0.000000, 1, 0, 1, 2, 0, 0.528156, 38386873387448911
58, 0.905211, -1, 0, c, reason, d, 0, 0.004506, 0, 1, 0, 2, 2, 896.544807, 21
4598, -0.000092, -122325, 0, ffe1399c, toothbrush, %, 1, 0.461439, 1, 1, 0, 8, 16, -1.440491, 6155
103, -0.082468, 251318, 1, fffffffa, , -, 1, -3.811211, 0, 1, 1, 0, 24, -0.000202, 972
6201, -0.008806, -798082, 0, fffb43a8, dime, u, 0, -0.000000, 0, 0, 0, 60, 20, 1.128754, 47585418278302621
693, 0.148436, 6306936, 1, 4, plantation, l, 0, 0.000022, 0, 1, 1, 1, 6, 10.899780, 2820051435
33768, 0.956599, -1200311254, 1, fed619f9, snake, V, 1, -0.006179, 0, 0, 1, 6, 14, 3.484722, 2390693931886
26, -0.000000, -1, 0, ffffff80, zoo, @, 0, -4.318318, 1, 0, 0, 1, 122, 0.000004, 1459179964395
16938, 8.249327, 60820, 1, fffffffe, drum, d, 1, 0.000045, 1, 1, 0, 45, 4, 0.000000, 259500758216
53, 0.000023, 216, 0, 2e781104, example, ), 1, 0.001986, 1, 0, 0, 14, 31, -0.000015, 81775
58011, 30.190487, 57847, 0, ffffffff, instrument, |, 0, -0.049518, 1, 0, 1, 31, 25, -285.219200, 3490797867571908
835, -0.000833, 21598, 0, ffffffc7, expert, |, 0, -0.000007, 1, 0, 0, 0, 5, -146.696777, 8175
1579, 1.512112, -35, 1, fff8c9f9, father, v, 0, 0.000209, 0, 1, 1, 27, 5, 0.000004, 29605415468
40267, -0.004328, 132145, 1, 36, sugar, K, 1, -0.905562, 1, 1, 0, 43, 97, -0.003437, 3030145
4004, -0.000011, -30, 0, 12ca546, , +, 1, 0.096046, 1, 1, 1, 1, 1, 0.000015, 243498601262791
17743, -0.000001, 46761, 0, 546a790, magic, ., 1, -0.000000, 0, 1, 0, 0, 28, -0.000008, 1733331
4402, 0.000300, -577797194, 1, 39fe3, earthquake, =, 0, 0.001644, 1, 1, 1, 206, 7, 0.000000, 2113664204456102429
4, -0.000000, -26937135, 0, 2d3f3c, insurance, K, 0, -0.000001, 0, 1, 0, 16, 0, 0.000000, 46698853966
6, -0.000006, -5, 1, fffffffc, father, /, 0, -0.000000, 1, 1, 1, 0, 126, -756.083031, 6897303
6, 0.183106, 41, 1, fff1ca80, soap, L, 0, 0.000220, 1, 1, 1, 3, 2, 0.000027, 3689322
1, 0.001859, -1, 0, 169927, cough, g, 0, -0.109565, 0, 1, 0, 36, 29, 0.253643, 11547
67, -0.010918, -24, 1, fffffff8, cable, x, 0, 45.782897, 0, 1, 1, 1, 180, -1.486679, 1271750
863, -0.000123, 309974962, 1, 8, bite, n, 0, -0.178903, 0, 1, 0, 1, 33, 0.000088, 93793770426477969
32, -0.000457, -146392, 0, ea31746c, bun, W, 0, -0.000004, 1, 0, 1, 3, 35, 0.000183, 30393
5141, -0.000397, 573, 0, 50, page, 7, 0, 0.000013, 0, 0, 1, 7, 11, 0.005337, 9735123355
47, -0.595407, 329826176, 0, b91f6e, police, a, 0, 0.000000, 1, 0, 0, 41, 1, -2.379017, 193837
111, 0.000000, 315399, 0, f8a83745, cushion, ;, 1, -0.000176, 0, 1, 1, 57, 0, -11.970230, 130
2, 0.268108, 2043712, 1, fffff875, crate, B, 1, -0.000000, 0, 1, 0, 7, 0, -0.000008, 10
1247, 0.004058, 58, 1, bf12d, pear, U, 1, -0.012136, 0, 0, 1, 30, 0, 0.000008, 2248
0, 0.000005, -253, 0, ddf, chair, Q, 0, 28.928308, 1, 0, 0, 77, 35, -0.000011, 166278719144443
1, -23.114014, -153178592, 0, fffffffe, discussion, W, 0, 0.000000, 1, 1, 0, 28, 12, 0.000008, 12
1579, -0.000754, -32547, 0, 74d, lock, e, 0, 0.000209, 0, 0, 0, 27, 1, 0.000004, 671797788378620
1837, -0.000000, 142, 1, 194ed, cats, 1, 1, 3.913826, 0, 0, 1, 87, 24, -0.000046, 971561392
1, 1.796300, -22468, 1, ffffffa5, steel, 3, 0, 0.000000, 0, 1, 0, 141, 4, -0.000008, 422139521
1985, 0.489460, -34, 0, 1f5f1, process, /, 1, -0.000002, 1, 1, 0, 6, 3, 0.001713, 1048273405901
6, 0.000003, -6, 0, 1df16059, limit, P, 0, -0.054478, 1, 1, 1, 123, 1, -0.000149, 17983599
640, -0.240785, 18, 1, fffffc3a, circle, $, 1, -0.000001, 0, 1, 0, 2, 46, 0.000042, 848749349
929, 0.000000, -2, 0, 6a2, field, b, 0, 18.691612, 1, 0, 1, 10, 209, -0.000511, 236232298718
191, 0.000000, 138398, 1, fff2f47b, birds, e, 0, 0.000008, 0, 1, 0, 9, 24, 0.203884, 255
15636, 0.000027, -3321518, 0, d, magic, <, 1, 0.003025, 1, 1, 0, 0, 40, 0.000031, 54913368543604
222, 0.000000, 65186791, 0, fcf5baaa, yoke, 2, 0, 0.004030, 0, 1, 0, 71, 1, 0.000004, 16701968612107193
904, -0.137433, 2, 1, fafe9354, babies, b, 0, 0.032064, 0, 1, 1, 105, 0, -5.598629, 3835197366473
1, 0.000003, 7175495, 0, 99c3ef, wilderness, t, 1, -0.000890, 0, 1, 0, 237, 1, -307.293602, 61032573953
1820, 0.000001, -43773299, 0, 2ca, doctor, -, 1, -0.003618, 1, 1, 1, 41, 52, 0.003155, 252335106843552377
31476, 0.171969, 38838181, 1, fffffff5, swim, A, 1, 5.617670, 1, 0, 0, 1, 0, -0.005852, 1730382894606536
3718, -0.000684, 24, 0, 1ad354c, suggestion, K, 0, -0.000001, 0, 1, 0, 16, 6, 0.000000, 1841172394293
335, 0.000000, 14233, 1, fffff20d, cushion, ;, 1, -0.000176, 0, 1, 1, 57, 0, -11.970230, 130
12478, -0.174576, 0, 1, ffffc9e0, discussion, a, 1, 0.000108, 0, 0, 0, 32, 0, 0.003738, 273635430852864
8640, -0.000000, 14, 0, fc6e1c45, bears, G, 1, 0.000004, 0, 1, 0, 5, 7, 0.013527, 19469806
0, -0.000642, -31, 0, fffffc55, scene, V, 1, 0.001407, 0, 0, 1, 102, 60, 0.025181, 9224089377
17, 0.000260, -332281883, 1, feb972ec, curve, D, 1, 3.092489, 1, 0, 1, 18, 63, 0.000366, 414104463107
1, 0.001870, 3855789, 0, 879c, space, p, 1, -36.627646, 1, 1, 0, 93, 0, 0.368488, 8644924
31231, 13.687900, -13, 0, 1ae27dc, voyage, 7, 0, -0.000402, 1, 0, 1, 7, 98, 0.000019, 1
2, -0.000006, -583, 0, 4, , z, 1, -0.000422, 1, 1, 1, 79, 0, -0.000004, 4784
26, 7.995123, 1742218, 0, fffc39ce, sand, u, 0, -0.000000, 1, 1, 0, 0, 0, 13.767437, 0
0, -0.000000, -24899605, 1, fffffffe, match, X, 1, 0.000449, 0, 1, 0, 1, 25, 0.000729, 1977552876
1439, 0.745818, -1, 1, f8259b9c, quince, J, 1, -0.019817, 0, 0, 0, 33, 18, -0.000732, 1515483604957712929
2336, 0.000000, -22421067, 1, 0, downtown, l, 0, -0.000001, 0, 0, 0, 55, 48, -0.000004, 5
12, 0.000001, -2216323, 0, fffdc51b, jail, t, 1, -0.003191, 1, 1, 0, 3, 5, 1.730061, 982703819980463
3, -0.000187, 212, 0, 1, experience, C, 1, 0.000003, 1, 0, 1, 33, 24, -1.516697, 119339000135798
19, 0.173690, -1661, 1, 36, adjustment, ^, 0, 0.000001, 1, 0, 0, 66, 19, 0.000042, 1603
818, 0.008577, -57753, 0, 1943574, language, e, 0, 0.000035, 0, 1, 0, 53, 0, -0.000107, 1976138363041028
189, -0.000000, 244861010, 1, fd05cd9d, jelly, C, 1, -0.000082, 0, 0, 1, 0, 91, -54.490276, 1405389948119629056
66, -0.022289, -28414612, 0, 888d0b, snake, =, 1, 0.004030, 1, 0, 0, 15, 1, 800.953186, 9891399651345219
9, 0.000005, -1, 0, e6df8e1e, point, z, 0, 28.928308, 0, 0, 0, 77, 35, -0.000011, 86041706284901
616, -0.000001, -7896153, 1, 9e5, ladybug, W, 0, 0.000000, 1, 0, 0, 118, 61, 0.021858, 16050065890413
2, -0.000002, 382696010, 0, c80c647, body, K, 0, 0.007782, 1, 1, 1, 9, 3, 0.110008, 432737
2946, -0.000000, -1198, 0, 16f0e, comparison, O, 1, -6.279860, 0, 1, 1, 26, 1, 0.890251, 61722592329
1915, 0.000114, -1091, 1, e7, snail, 0, 1, -0.000595, 0, 1, 0, 52, 1, -0.000107, 156
319, -0.000007, 384721, 1, 0, connection, &, 0, -0.000000, 0, 1, 1, 3, 5, -491.232574, 23245
9463, -0.000019, -37805, 0, 0, caption, 8, 1, -0.000900, 0, 0, 0, 18, 19, -946.147072, 117752548640
27, 0.000000, -466, 1, fffffc16, bear, p, 1, -0.000027, 0, 1, 0, 3, 12, -0.059242, 390810
647, 0.025751, 20634, 1, fd287fbe, hill, q, 1, 0.000001, 0, 1, 1, 6, 227, -2.273979, 81125
14, -0.000001, 10392495, 1, fffffffe, flavor, J, 0, 0.000610, 1, 0, 1, 0, 7, -0.000011, 204833755087
27, 0.000000, -466, 0, 64b, bear, p, 1, -0.000027, 0, 1, 1, 3, 12, -0.059242, 345003201416654458
1191, -0.226056, -134300515, 1, 191b5cd, bit, J, 0, 30.288087, 1, 0, 1, 230, 87, -0.122704, 53641994139704971
125, 0.000002, -360, 0, b5bc54, shake, #, 1, 0.000003, 0, 1, 0, 1, 5, -0.001057, 1152372868149
3288, 23.903482, -2075, 1, fffffe26, heat, ], 0, 0.000050, 0, 0, 1, 1, 0, 0.197445, 1106555653520976711
14116, 0.000001, 1995861, 0, ffff5e31, vacation, *, 1, 0.000355, 1, 1, 1, 5, 7, 1.720627, 350545953040135
6534, -30.716288, -4, 1, d82465c8, ground, G, 1, 0.000000, 1, 0, 0, 1, 0, -0.001060, 25955162994
55634, 0.943678, 67624, 0, fa75b3ca, bottle, (, 1, 0.000114, 0, 1, 1, 58, 239, -0.000015, 272729345363194828
748, 0.000182, -1283, 1, 7a4a298, giants, !, 1, 0.000001, 1, 1, 1, 13, 2, -0.223274, 780926578
68, 0.082587, -410895853, 0, 36635e2, adjustment, |, 0, -0.000125, 1, 0, 1, 7, 20, -0.000580, 7091555563336839780
5, -0.000001, -437539, 1, f4be82, snake, 9, 1, -0.000030, 1, 0, 1, 8, 2, 5.268528, 635889403853092
1100, 1.772923, 80615, 1, 77220, friction, J, 0, -3.811441, 0, 0, 0, 3, 45, 3014.485538, 443413503862623
30, 0.000072, 128974, 1, 5a, , 8, 1, -1.656336, 0, 0, 1, 0, 50, 0.135353, 4133491725597991
11400, 0.171329, 1104, 1, 0, reaction, p, 1, -0.004705, 1, 1, 1, 18, 65, -9.592201, 13465787972763
58895, 0.001004, -2, 0, fffd03f5, cherry, 6, 0, 9.167434, 0, 0, 1, 0, 8, -842.715645, 0
222, -0.000590, 2034034, 0, fffffff4, love, !, 0, 12.656740, 1, 0, 1, 7, 0, -3.384724, 141084015890858
7, 1.726027, 0, 1, fffe8226, zephyr, F, 0, 0.000001, 1, 0, 0, 2, 27, -2.350609, 0
463, 0.796062, -14436, 1, 0, , k, 1, -0.001743, 1, 0, 0, 3, 19, 0.849133, 1264823897242839
1, 0.005010, 2508, 0, 1, servant, +, 0, -1.727296, 1, 1, 1, 4, 86, -0.025806, 979130
253, 0.000000, -1604436, 0, fffffffd, plane, g, 1, -0.003813, 0, 1, 1, 201, 27, 0.000057, 0
24, 0.000000, -226590, 1, 45c, leg, A, 0, 0.000002, 1, 0, 0, 11, 3, -203.197433, 25564513433183183
49, -0.009892, 2141384, 1, 0, muscle, <, 0, 0.000004, 0, 0, 0, 0, 0, 0.393948, 4333244704181789461
568, -0.000007, -437539, 1, 657, surprise, u, 0, -0.000030, 0, 0, 1, 1, 206, 5.268528, 1033494118955960301
291, -1.483572, -46350615, 0, ffffff6e, nation, T, 1, -10.491468, 0, 1, 1, 170, 33, -0.026741, 137305677959186498
1005, -3.613413, -148, 0, 3a3, basketball, /, 1, -0.000201, 1, 1, 0, 30, 1, 0.000881, 8080
222, -0.000590, 2034034, 0, 1, love, !, 0, 12.656740, 1, 0, 1, 7, 0, -3.384724, 141084015890858
841, 0.074135, -248159, 1, fffc98f8, comparison, &, 1, 0.000305, 1, 0, 0, 5, 6, -0.000210, 33545057452193
1660, -0.083503, 1958, 0, fffff7ca, leaf, T, 1, -3.640445, 1, 1, 1, 238, 1, 0.018791, 249
0, 0.000001, 99040108, 1, fc5fb833, measure, i, 1, 2.175661, 1, 1, 0, 11, 0, -107.549835, 1728980135352
12, 0.000062, -88, 0, 2f1, attention, (, 1, 0.241892, 1, 0, 0, 8, 50, -0.000206, 3298728057
1101, 10.886980, -86179, 0, 3ce2, silk, #, 1, -59.210143, 0, 1, 0, 6, 6, -0.126682, 356646696156315979
9647, -23.767290, -146392, 0, fffffc6d, suit, /, 0, -0.000004, 0, 0, 1, 3, 35, 0.000183, 694
6, 0.000006, -2326, 1, 32886124, men, 9, 0, -0.000951, 1, 1, 0, 6, 0, -0.001072, 1707599524686647
3, 0.000157, 3, 1, f, number, f, 0, -0.000000, 1, 1, 1, 1, 0, -791.031334, 220687
0, 0.000000, -953133740, 0, 155ba856, brain, a, 0, -0.001298, 0, 1, 0, 5, 22, 0.000298, 8034587
155, 0.000001, 38796504, 1, fe3eb, stranger, r, 0, 0.003650, 1, 0, 0, 7, 1, 800.953186, 47614163463981405
19038, -0.000195, 0, 1, 5, example, *, 1, 0.001659, 1, 0, 0, 31, 62, -0.000015, 157826835
1358, -10.187107, 10, 1, 1a2, song, A, 0, -0.765142, 0, 1, 0, 255, 26, -0.252316, 803889237
4, 0.000000, 4900117, 0, 6b, park, r, 0, -0.001481, 0, 1, 1, 126, 50, 2.903767, 269330
0, -0.000890, -1, 0, ffffffff, mitten, {, 1, 0.000042, 0, 1, 0, 4, 25, 57.465477, 4537684398244
19, 0.000097, 7, 0, 0, wash, ?, 0, -0.004892, 0, 1, 0, 7, 10, -0.856815, 183532
112, -0.000043, 41084648, 0, d54958, box, J, 1, 0.000000, 1, 1, 0, 24, 2, -0.000008, 80302673779698077
902, 0.000025, 32, 1, ffffffff, cloth, <, 0, 0.000000, 0, 0, 1, 58, 20, 0.000221, 124
239, -3.267769, -16, 1, 8, bite, g, 0, -0.178903, 0, 1, 0, 11, 33, 0.000088, 110366258185225
0, 0.000039, 24, 0, ff3cb067, crib, 7, 1, 0.000473, 1, 1, 0, 2, 7, -0.000751, 1
0, -0.000012, -4296706, 1, ff58531f, stage, C, 0, 0.000665, 1, 0, 0, 1, 4, -0.000080, 2215303495777025
56, -0.000000, -1229257, 1, 23e, soda, N, 0, 0.037449, 1, 0, 0, 157, 1, 0.009903, 3572442674218
6588, 0.000001, 30156808, 1, fffff3fb, memory, c, 0, -0.002330, 1, 0, 1, 4, 12, 0.101395, 52543
25181, -0.003483, 483, 0, ffffffb8, fowl, m, 1, -0.114950, 0, 1, 0, 1, 0, -469.412964, 22729789484185126
101, 0.000001, -17983665, 0, 3431b1, hope, F, 0, -13.372943, 0, 1, 0, 8, 1, -32.702557, 2284323467705464
